Stkcd,Trdyear,year_return,overnight_return,intraday_return,year_return_rf,overnight_return_rf,intraday_return_rf,size,BM,ILLIQ,turnover,ESG_score,E_score,S_score,G_score
000002,2011,-0.0795838490616529,-0.3382490866273878,0.390880061271772,-0.1145838490616529,-0.37324908662738776,0.35588006127177196,18.094252023347398,0.9591,0.003121,1.47613707,31.405,15.5039,52.6316,46.4286
000002,2012,0.37437304644908,-0.2063544111553525,0.7317213952512858,0.34437304644907996,-0.2363544111553525,0.7017213952512857,18.398228616953645,0.9286,0.002804,1.40223926,34.2975,18.6047,57.8947,46.4286
000002,2013,-0.1936955400706068,0.0531360192587362,-0.2343776632984965,-0.2236955400706068,0.0231360192587362,-0.2643776632984965,18.168362817649985,1.0323,0.002029,2.1525311300000003,35.9504,26.3566,47.3684,46.4286
000002,2014,0.8261561167595919,0.0504782358579327,0.7384045232199985,0.7986561167595919,0.0229782358579327,0.7109045232199985,18.720213427708913,0.939,0.001861,2.66726873,36.3636,24.8062,42.1053,57.1429
000002,2015,0.8167189001338011,-0.309283905800203,1.6301962780214252,0.8017189001338011,-0.324283905800203,1.6151962780214253,19.28472839537706,0.8387,0.000851,5.76483631,31.405,15.5039,42.1053,57.1429
000002,2016,-0.123608557249342,-0.5473254058045833,0.9360296645504392,-0.138608557249342,-0.5623254058045833,0.9210296645504392,19.11133288674265,0.9354,0.001638,1.8362115499999998,30.1653,15.5039,42.1053,51.7857
000002,2017,0.5628620255948926,-0.1030926967803258,0.7425011703936462,0.5478620255948926,-0.1180926967803258,0.7275011703936461,19.52450167127978,0.8945,0.001407,1.0538943299999999,38.0165,32.5581,36.8421,51.7857
000002,2018,-0.2031129893142109,-0.2366447163059279,0.0439267634717202,-0.21811298931421091,-0.2516447163059279,0.0289267634717202,19.25972470768872,0.9845,0.001498,1.2330779699999999,40.4959,34.8837,42.1053,51.7857
000002,2019,0.4053528972216564,0.037837925054253,0.3541159590484157,0.3903528972216564,0.022837925054253,0.3391159590484157,19.56054428533225,0.9558,0.000922,1.3285273100000001,44.2149,40.3101,45.614,51.7857
000002,2020,-0.075157174943526,-0.0837881944137057,0.0094203320864831,-0.090157174943526,-0.0987881944137057,-0.005579667913516899,19.446341545823287,1.0074,0.000594,2.02943074,46.6942,40.3101,56.1404,51.7857
000006,2010,-0.065142233274702,-0.1996308068445563,0.1680331710915021,-0.092642233274702,-0.2271308068445563,0.1405331710915021,15.457243444352244,0.7622,0.022375,6.7083929399999995,19.00826446,4.651162791,22.80701754,48.21428571
000006,2011,-0.2292869655485624,-0.2948719349085802,0.0930114295642388,-0.2642869655485624,-0.32987193490858024,0.0580114295642388,15.193819134919853,0.8794,0.053943,3.04470842,19.00826446,4.651162791,22.80701754,48.21428571
000006,2012,0.5794258775991252,-0.1871735501179527,0.9431280537540618,0.5494258775991252,-0.2171735501179527,0.9131280537540618,15.650263489568822,0.7713,0.04913,2.48534944,18.18181818,6.976744186,22.80701754,39.28571429
000006,2013,0.0675834132821648,-0.0685246769400393,0.1461209834041341,0.0375834132821648,-0.0985246769400393,0.1161209834041341,15.702206046098103,0.8029,0.030171,2.7894725,19.4214876,6.976744186,28.07017544,39.28571429
000006,2014,0.4765601597603583,-0.0197783097255892,0.5063532815183873,0.4490601597603583,-0.047278309725589204,0.4788532815183873,16.06038442246215,0.6909,0.021412,4.30741985,19.4214876,6.976744186,28.07017544,39.28571429
000006,2015,0.6440296867339499,-0.2262950032150541,1.1248792415268758,0.6290296867339499,-0.2412950032150541,1.109879241526876,16.55159493493075,0.5368,0.006813,10.0368639,19.83471074,8.527131783,22.80701754,42.85714286
